"ID_Group","Size","Open","Treatment","BuildingTime","Status"
"G_10/16/2017 3:00:04 PM-451-451",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:05 PM-461-461",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:06 PM-466-466",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:07 PM-469-469",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:08 PM-453-453",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:10 PM-472-472",2,0,"Diachronic",25,"E"
"G_10/23/2017 12:58:25 PM-524-524",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:25:13 PM-526-526",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:33:47 PM-528-528",2,0,"Diachronic",25,"E"
"G_10/23/2017 2:49:05 PM-535-535",2,0,"Diachronic",25,"E"
"G_10/23/2017 3:23:59 PM-536-536",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:41 PM-728-728",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:46 PM-729-729",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:28:58 PM-730-730",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:31:53 PM-731-731",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:59:57 PM-732-732",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:33:04 PM-742-742",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:21 PM-734-734",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:28 PM-735-735",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:29:20 PM-736-736",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:34:50 PM-744-744",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:35:04 PM-745-745",2,0,"Diachronic",25,"E"
"G_12/4/2017 3:03:07 PM-746-746",2,0,"Diachronic",25,"E"
"G_10/2/2017 12:29:16 PM-365-365",2,0,"Diachronic",25,"E"
"G_10/2/2017 12:29:27 PM-366-366",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:28:36 PM-372-372",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:29:16 PM-374-374",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:29:49 PM-370-370",2,0,"Diachronic",25,"E"
"G_10/2/2017 2:01:14 PM-367-367",2,0,"Diachronic",25,"E"
"G_10/26/2018 11:12:24 AM-421-421",2,0,"Diachronic",25,"E"
"G_10/9/2017 12:28:08 PM-417-417",2,0,"Diachronic",25,"E"
"G_10/9/2017 1:06:42 PM-418-418",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:15 PM-426-426",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:30 PM-425-425",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:02:16 PM-429-429",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:24:38 PM-423-423",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:26:28 PM-422-422",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:01 PM-493-493",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:03 PM-494-494",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:04 PM-486-486",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:05 PM-491-491",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:06 PM-484-484",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:07 PM-495-495",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:08 PM-487-487",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:10 PM-485-485",2,0,"Diachronic",25,"E"
"G_10/23/2017 12:58:25 PM-548-548",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:25:13 PM-546-546",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:33:47 PM-549-549",2,0,"Diachronic",25,"E"
"G_10/5/2018 1:53:23 PM-545-545",2,0,"Diachronic",25,"E"
"G_10/23/2017 2:49:05 PM-572-572",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:41 PM-757-757",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:46 PM-760-760",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:28:58 PM-759-759",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:31:53 PM-756-756",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:59:57 PM-761-761",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:21 PM-763-763",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:28 PM-774-774",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:29:20 PM-768-768",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:33:04 PM-776-776",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:34:50 PM-775-775",2,0,"Diachronic",25,"E"
"G_10/2/2017 12:29:16 PM-346-346-346",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:15 PM-406-406-406",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:30 PM-407-407-407",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:28:36 PM-350-350-350",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:02:16 PM-408-408-408",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:24:38 PM-410-410-410",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:26:28 PM-411-411-411",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:01 PM-467-467-467",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:03 PM-468-468-468",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:04 PM-451-451-451",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:05 PM-461-461-461",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:06 PM-466-466-466",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:07 PM-469-469-469",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:08 PM-453-453-453",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:10 PM-472-472-472",2,0,"Diachronic",25,"E"
"G_10/23/2017 12:58:25 PM-524-524-524",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:25:13 PM-526-526-526",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:33:47 PM-528-528-528",2,0,"Diachronic",25,"E"
"G_10/23/2017 2:49:05 PM-535-535-535",2,0,"Diachronic",25,"E"
"G_10/23/2017 3:23:59 PM-536-536-536",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:41 PM-728-728-728",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:46 PM-729-729-729",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:28:58 PM-730-730-730",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:31:53 PM-731-731-731",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:59:57 PM-732-732-732",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:33:04 PM-742-742-742",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:21 PM-734-734-734",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:28 PM-735-735-735",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:29:20 PM-736-736-736",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:34:50 PM-744-744-744",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:35:04 PM-745-745-745",2,0,"Diachronic",25,"E"
"G_12/4/2017 3:03:07 PM-746-746-746",2,0,"Diachronic",25,"E"
"G_10/2/2017 12:29:16 PM-365-365-365",2,0,"Diachronic",25,"E"
"G_10/2/2017 12:29:27 PM-366-366-366",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:28:36 PM-372-372-372",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:29:16 PM-374-374-374",2,0,"Diachronic",25,"E"
"G_10/2/2017 1:29:49 PM-370-370-370",2,0,"Diachronic",25,"E"
"G_10/2/2017 2:01:14 PM-367-367-367",2,0,"Diachronic",25,"E"
"G_10/26/2018 11:12:24 AM-421-421-421",2,0,"Diachronic",25,"E"
"G_10/9/2017 12:28:08 PM-417-417-417",2,0,"Diachronic",25,"E"
"G_10/9/2017 1:06:42 PM-418-418-418",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:15 PM-426-426-426",2,0,"Diachronic",25,"E"
"G_10/9/2017 2:38:30 PM-425-425-425",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:02:16 PM-429-429-429",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:24:38 PM-423-423-423",2,0,"Diachronic",25,"E"
"G_10/9/2017 3:26:28 PM-422-422-422",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:01 PM-493-493-493",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:03 PM-494-494-494",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:04 PM-486-486-486",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:05 PM-491-491-491",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:06 PM-484-484-484",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:07 PM-495-495-495",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:08 PM-487-487-487",2,0,"Diachronic",25,"E"
"G_10/16/2017 3:00:10 PM-485-485-485",2,0,"Diachronic",25,"E"
"G_10/23/2017 12:58:25 PM-548-548-548",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:25:13 PM-546-546-546",2,0,"Diachronic",25,"E"
"G_10/23/2017 1:33:47 PM-549-549-549",2,0,"Diachronic",25,"E"
"G_10/5/2018 1:53:23 PM-545-545-545",2,0,"Diachronic",25,"E"
"G_10/23/2017 2:49:05 PM-572-572-572",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:41 PM-757-757-757",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:23:46 PM-760-760-760",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:28:58 PM-759-759-759",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:31:53 PM-756-756-756",2,0,"Diachronic",25,"E"
"G_12/4/2017 12:59:57 PM-761-761-761",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:21 PM-763-763-763",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:09:28 PM-774-774-774",2,0,"Diachronic",25,"E"
"G_12/4/2017 1:29:20 PM-768-768-768",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:33:04 PM-776-776-776",2,0,"Diachronic",25,"E"
"G_12/4/2017 2:34:50 PM-775-775-775",2,0,"Diachronic",25,"E"
