ID_Player,Sydny,Strategy
642,causal,I often used logic from the real world in how certain resources are utilized to create tools or more refined items.  Certainly I used the assumption that the items had meaning behind them that correlate with the real world .
644,no,no
645,systematic,I mainly tried to combine 2 resources... If one thing didn't work I'd try something similar. If I were to go back I would try combining more than just 2 resources together.
646,systematic,"Not really. At first, I tried to use every item equally, but then I just got frustrated and just threw random stuff together."
647,no,No
648,systematic,Try.
651,systematic,I tried everything together at the beginning and then towards the end I started realizing what combined well and tried those resources more.
652,ancestor,"yes, copied the others"
649,ancestor,"Yes, I used my partners to see what they have created and build upon them"
650,systematic,Tried every possible combination of a particular object with other objects. Tried the same object with itself. Tried realistic combinations.
654,systematic,Go through all possible combinations to gather stock
653,no,"no, random"
655,random,"No, I just tried every single resource/tools I could and clicked ""try"" to see if anything new would pop up."
656,no,I really didn't have a strategy it was very confusing at times.
659,causal,I thought the trees and rocks would be useful for the game.
657,ancestor,I looked at the ancestor's tools and created some of the tools they used. Then i started to randomly combine those tools with other resources in order to make more tools.
658,systematic,mostly trial and error and and putting the combinations that didn't work into the stock
661,systematic,I tried to try every combination for each one starting with a pair and going up but I got frustrated and ended up trying random things.
662,systematic,I started to try to make a pattern of what resources i was putting together
660,systematic,Build on each other and try to understand what objects could be used for or combine with.
665,systematic,"Yes, I combined them in groupings and did them 1-4 times. And kept going around with each new thing I created with the told things 1-4 times and each time i did that I created something new it just took a while to figure out which stuff to combine and how many to combine."
664,random,just try different combinations and see the result.
663,systematic,I tried to use a system choosing each resource with all the other ones until one worked.
666,no,no
668,causal,"First, I logically picked items that seemed to relate to one another. Second, I attempted every possible combination starting with the top left unlimited resource."
667,causal,use simple common sense
671,ancestor,I just followed what the ancestors made.
670,no,No
669,causal,I thought about what i would have done in the scenario and tried to understand what resources meant
672,ancestor,Just copied what the ancestor did and then tried combining things that I thought would be useful
675,no,NA
674,no,NA
673,ancestor,I tried to look at the other tools and see how they were made.
676,systematic,I just tried combining everything. it seems like I had tried everything twice before a new product would pop up.
678,no,NA
679,causal,Tried to think logically but I didn't know what most of the resources or tools actually were.
677,random,I just chose randomly.
681,systematic,I tried all combinations of the given resources and then started trying different combinations using the tools I made.  I was using trial and error.
680,random,"started off just randomly putting things together, then tried to use more logic"
682,systematic,I tried going in a pattern but once you start adding together three or four materials it becomes hard to follow
683,systematic,I tried going through the combinations one by one but was unsuccessful.
685,no,NA
684,no,NA
686,causal,I just tried to think about what you would do with the specific items.
687,no,no
688,systematic,I did either random assignment or I put one resource in and tried that with all of the other resources available. I also looked as to what my partner created.
689,systematic,In the beginning I worked to systematically work through possible pairings. Ex. matching everything with the large tree to see if any combinations worked.
690,systematic,attempting to try every combination
691,ancestor,Looked at what my ancestor did
692,no,no
694,systematic,I just would put on resource in the crafting and try all the other materials I had
693,no,No
695,causal,"I tried to use common sense and figure out how to get from one resource to the next, but other than that no."
698,systematic,Eh kinda. I tried combining them with like pairs
696,systematic,"I first tried all of the resources by themselves, then I put each resource together in pairs of two. When I made a new tool,  I paired that tool with each resource. I also paired new tools together."
699,ancestor,I had no specific strategy but it was helpful to see what other players were doing to create their tools
697,systematic,"I tried to go through all of them and use different combinations. If that wasn't working, I looked to see what the other players were doing and tried to see if they got any tools that I didn't."
702,systematic,I would always go back and use old items
700,ancestor,I looked at others once they combined resources and saw what I had to mix to make the better resources
701,systematic,I tried to do every possible combination to an extent but then I got frustrated because my stockpile was too small to hold all of them.
703,systematic,I used guess and check
706,systematic,"Little of just random combinations, but I also tried to think what you could actually make with all the resources."
704,no,no
705,systematic,"I tried to combine tools of the same type (trees with trees, berries with berries). That didn't seem to work very well for me. I then tried to combine them by row and column to see if I could find the tools by making random combinations."
707,systematic,Not really I just tried to make different combinations to see if they worked
708,no,NA
714,no,Not really
713,no,Not really
715,causal,Thought about what would go together well in real life.
9077655521,random,I only did random combination and then followed similar combinations if they work.
717,systematic,Trying every available option until none left
721,no,no
719,no,no
720,no,no
718,systematic,At the beginning I tried to use the newest tool I found and put it with an original resources
722,random,"No. I tried, but I wasn't sure what to combine"
724,causal,I thought about what i would do in real life and what I would need to make paint or carve
723,systematic,I first put all the resources by itself first because the instruction said one item can form something
727,no,no
725,no,No
726,causal,I tried to think about logical combinations but after a certain time I just started randomly putting resources together to see what I could create.
